Country,Year,Palma ratio (before tax) (World Inequality Database)
Fiji,2006,3.8296943
Fiji,2007,3.9874887
Fiji,2008,4.146252
Fiji,2009,4.3115063
Fiji,2010,4.479426
Fiji,2011,4.5289016
Fiji,2012,4.5726743
Fiji,2013,4.616959
Fiji,2014,4.6607842
Fiji,2015,4.694882
Fiji,2016,4.733927
Fiji,2017,4.771372
Fiji,2018,4.815
Fiji,2019,4.8473897
Fiji,2020,4.8849645
Fiji,2021,4.8849645
Fiji,2022,4.8849645
Fiji,2023,4.8849645
Finland,1980,1.711672
Finland,1981,1.626401
Finland,1982,1.6044776
Finland,1983,1.6167291
Finland,1984,1.6758621
Finland,1985,1.6394261
Finland,1986,1.6091812
Finland,1987,1.7075
Finland,1988,1.4991653
Finland,1989,1.6125305
Finland,1990,1.55
Finland,1991,1.4261805
Finland,1992,1.398585
Finland,1993,1.4699006
Finland,1994,1.7531095
Finland,1995,1.5755279
Finland,1996,1.9057559
Finland,1997,1.7533557
Finland,1998,2.122887
Finland,1999,1.8597388
Finland,2000,1.9964664
Finland,2001,1.9865967
Finland,2002,2.178665
Finland,2003,1.8527714
Finland,2004,1.9461043
Finland,2005,1.8221964
Finland,2006,1.9545182
Finland,2007,1.9397734
Finland,2008,2.076445
Finland,2009,1.9714109
Finland,2010,2.0362134
Finland,2011,2.0298603
Finland,2012,1.9354439
Finland,2013,1.912
Finland,2014,1.9553903
Finland,2015,2.0454545
Finland,2016,2.0137243
Finland,2017,2.073065
Finland,2022,2.115
Finland,2023,2.11375
France,1910,6.101535
France,1915,5.5
France,1916,5.6569505
France,1917,5.736602
France,1918,5.044681
France,1919,5.2002153
France,1920,5.0707397
France,1921,4.805411
France,1922,5.140086
France,1923,5.571429
France,1924,5.13319
France,1925,4.9725447
France,1926,4.5939393
France,1927,4.833678
France,1928,4.7401013
France,1929,4.42522
France,1930,4.051838
France,1931,3.9702048
France,1932,4.3547134
France,1933,4.6941648
France,1934,4.814664
France,1935,5.0270553
France,1936,4.505917
France,1937,4.3011475
France,1938,4.0726256
France,1939,3.609115
France,1940,3.7942498
France,1941,3.5910683
France,1942,3.1462612
France,1943,2.6188307
France,1944,2.3581872
France,1945,2.2731922
France,1946,2.6746895
France,1947,2.8386328
France,1948,2.5779817
France,1949,2.5778284
France,1950,2.5410082
France,1951,2.6635873
France,1952,2.7459207
France,1953,2.6702209
France,1954,2.767622
France,1955,2.8616352
France,1956,2.8004677
France,1957,2.8691883
France,1958,2.7470999
France,1959,3.0007987
France,1960,3.0808823
France,1961,3.0916464
France,1962,2.9301586
France,1963,2.9991884
France,1964,3.0048
France,1965,3.117502
France,1966,2.9790154
France,1967,2.9533386
France,1968,2.7329721
France,1969,2.6190114
France,1970,2.515129
France,1971,2.4882007
France,1972,2.4100718
France,1973,2.5295858
France,1974,2.4711046
France,1975,2.3798282
France,1976,2.2925122
France,1977,2.0764627
France,1978,1.965251
France,1979,1.9412493
France,1980,1.8843627
France,1981,1.8554688
France,1982,1.8177117
France,1983,1.8270725
France,1984,1.8519243
France,1985,1.8569587
France,1986,1.9218851
France,1987,1.9194373
France,1988,1.928345
France,1989,2.0318804
France,1990,2.0639842
France,1991,2.0841184
France,1992,2.0413609
France,1993,2.0884168
France,1994,2.145905
France,1995,2.1472814
France,1996,2.2651196
France,1997,2.315489
France,1998,2.417932
France,1999,2.392396
France,2000,2.377936
France,2001,2.361717
France,2002,2.4276412
France,2003,2.5003695
France,2004,2.5648913
France,2005,2.5791447
France,2006,2.5329874
France,2007,2.6654022
France,2008,2.6995413
France,2009,2.4932535
France,2010,2.5356874
France,2011,2.5289748
France,2012,2.4049706
France,2013,2.366228
France,2014,2.3419914
France,2015,2.4769688
France,2016,2.4493392
France,2017,2.4756637
France,2018,2.58021
France,2022,2.6033435
France,2023,2.6111112
French Polynesia,1980,2.6246269
French Polynesia,1981,2.6372476
French Polynesia,1982,2.649925
French Polynesia,1983,2.663411
French Polynesia,1984,2.6741912
French Polynesia,1985,2.6898112
French Polynesia,1986,2.7034795
French Polynesia,1987,2.71721
French Polynesia,1988,2.731763
French Polynesia,1989,2.7477133
French Polynesia,1990,2.762414
French Polynesia,1991,2.7839694
French Polynesia,1992,2.8097785
French Polynesia,1993,2.829771
French Polynesia,1994,2.851145
French Polynesia,1995,2.872519
French Polynesia,1996,2.89016
French Polynesia,1997,2.9099925
French Polynesia,1998,2.929062
French Polynesia,1999,2.945122
French Polynesia,2000,2.9634147
French Polynesia,2001,3.0989869
French Polynesia,2002,3.238437
French Polynesia,2003,3.3836734
French Polynesia,2004,3.5313284
French Polynesia,2005,3.678053
French Polynesia,2006,3.8296943
French Polynesia,2007,3.9874887
French Polynesia,2008,4.146252
French Polynesia,2009,4.3115063
French Polynesia,2010,4.479426
French Polynesia,2011,4.5289016
French Polynesia,2012,4.5726743
French Polynesia,2013,4.616959
French Polynesia,2014,4.6607842
French Polynesia,2015,4.694882
French Polynesia,2016,4.733927
French Polynesia,2017,4.771372
French Polynesia,2018,4.815
French Polynesia,2019,4.8473897
French Polynesia,2020,4.8849645
French Polynesia,2021,4.8849645
French Polynesia,2022,4.8849645
French Polynesia,2023,4.8849645
Gabon,2005,5.6286354
Gabon,2017,4.2155514
Gabon,2022,4.2155514
Gabon,2023,4.2155514
Gambia,1992,7.791193
Gambia,1998,7.8079658
Gambia,2003,7.4254446
Gambia,2010,6.2197413
Gambia,2015,4.0629497
Gambia,2022,4.6868186
Gambia,2023,4.6868186
Georgia,1997,5.2595935
Georgia,1998,6.147482
Georgia,1999,5.228635
Georgia,2000,5.156044
Georgia,2001,4.9777308
Georgia,2002,4.4142013
Georgia,2003,4.250732
Georgia,2004,4.195358
Georgia,2005,4.54306
Georgia,2006,4.507553
Georgia,2007,5.0948277
Georgia,2008,4.9269843
Georgia,2009,4.304937
Georgia,2010,4.7622013
Georgia,2011,5.8323565
Georgia,2012,4.6138415
Georgia,2013,5.556561
Georgia,2014,4.638916
Georgia,2015,4.523256
Georgia,2016,5.360341
Georgia,2017,5.0540543
Georgia,2018,4.952577
Georgia,2022,4.4241824
Georgia,2023,4.4241824
Germany,1981,1.6331775
Germany,1982,1.6038172
Germany,1983,1.6660808
Germany,1984,1.8008822
Germany,1985,1.640397
Germany,1986,1.8934269
Germany,1987,1.771888
Germany,1988,2.0843854
Germany,1989,1.9888198
Germany,1990,2.224897
Germany,1991,1.9034654
Germany,1992,2.0437956
Germany,1993,1.9706074
Germany,1994,1.7652329
Germany,1995,1.9158098
Germany,1996,2.0177631
Germany,1997,1.8960396
Germany,1998,2.0657218
Germany,1999,2.2109215
Germany,2000,2.09085
Germany,2001,2.022407
Germany,2002,2.0868993
Germany,2003,1.9846153
Germany,2004,2.127477
Germany,2005,2.4502506
Germany,2006,2.4971387
Germany,2007,2.6773722
Germany,2008,2.649417
Germany,2009,2.7548435
Germany,2010,2.6414402
Germany,2011,2.7178144
Germany,2012,2.6706676
Germany,2013,2.9831595
Germany,2014,2.9944134
Germany,2015,2.9761906
Germany,2016,2.8990684
Germany,2017,2.9207458
Germany,2022,2.7576895
Germany,2023,2.7533734
Ghana,1987,4.5954723
Ghana,1991,4.9207315
Ghana,2005,5.710983
Ghana,2012,5.492554
Ghana,2016,5.878935
Ghana,2022,5.874092
Ghana,2023,5.874092
Gibraltar,1980,2.4335349
Gibraltar,1981,2.4171042
Gibraltar,1982,2.4415781
Gibraltar,1983,2.4231057
Gibraltar,1984,2.491228
Gibraltar,1985,2.565964
Gibraltar,1986,2.493865
Gibraltar,1987,2.469605
Gibraltar,1988,2.3852942
Gibraltar,1989,2.4292102
Gibraltar,1990,2.3774688
Gibraltar,1991,2.3439767
Gibraltar,1992,2.4739196
Gibraltar,1993,2.5970497
Gibraltar,1994,2.7556453
Gibraltar,1995,2.69586
Gibraltar,1996,2.709395
Gibraltar,1997,2.8462796
Gibraltar,1998,2.825384
Gibraltar,1999,2.8400974
Gibraltar,2000,2.9396694
Gibraltar,2001,2.8897119
Gibraltar,2002,2.820701
Gibraltar,2003,2.9210083
Gibraltar,2004,3.1285715
Gibraltar,2005,3.0812228
Gibraltar,2006,3.1616871
Gibraltar,2007,3.0855432
Gibraltar,2008,2.801964
Gibraltar,2009,2.6891565
Gibraltar,2010,2.9982934
Gibraltar,2011,3.0250216
Gibraltar,2012,2.9553266
Gibraltar,2013,3.024454
Gibraltar,2014,3.0807726
Gibraltar,2015,3.0585663
Gibraltar,2016,3.0415585
Gibraltar,2017,3.0231361
Gibraltar,2018,2.9797125
Gibraltar,2019,2.9207673
Gibraltar,2020,2.9244967
Gibraltar,2021,3.0110168
Gibraltar,2022,3.0075886
Gibraltar,2023,3.0075886
Greece,1980,2.859177
Greece,1981,3.10199
Greece,1982,2.9514956
Greece,1983,2.7600932
Greece,1984,2.6902928
Greece,1985,2.8210025
Greece,1986,2.609775
Greece,1987,2.5572636
Greece,1988,2.4785876
Greece,1989,2.3485177
Greece,1990,2.4567628
Greece,1991,2.4690068
Greece,1992,2.427199
Greece,1993,2.6806324
Greece,1994,3.4177215
Greece,1995,3.3339605
Greece,1996,3.3951082
Greece,1997,3.904321
Greece,1998,4.032292
Greece,1999,4.148958
Greece,2000,4.395425
Greece,2001,4.2595744
Greece,2002,3.7616222
Greece,2003,3.185802
Greece,2004,3.3616636
Greece,2005,3.3893406
Greece,2006,3.00659
Greece,2007,2.8167331
Greece,2008,2.5569327
Greece,2009,2.411194
Greece,2010,2.7471545
Greece,2011,2.531829
Greece,2012,2.571313
Greece,2013,2.6499603
Greece,2014,3.1078515
Greece,2015,3.0093458
Greece,2016,2.7918699
Greece,2017,2.6820312
Greece,2022,2.6313813
Greece,2023,2.639369
Greenland,1980,2.6246269
Greenland,1981,2.6372476
Greenland,1982,2.649925
Greenland,1983,2.663411
Greenland,1984,2.6741912
Greenland,1985,2.6898112
Greenland,1986,2.7034795
Greenland,1987,2.71721
Greenland,1988,2.731763
Greenland,1989,2.7477133
Greenland,1990,2.762414
Greenland,1991,2.7839694
Greenland,1992,2.8097785
Greenland,1993,2.829771
Greenland,1994,2.851145
Greenland,1995,2.872519
Greenland,1996,2.89016
Greenland,1997,2.9099925
Greenland,1998,2.929062
Greenland,1999,2.945122
Greenland,2000,2.9634147
Greenland,2001,3.0989869
Greenland,2002,3.238437
Greenland,2003,3.3836734
Greenland,2004,3.5313284
Greenland,2005,3.678053
Greenland,2006,3.8296943
Greenland,2007,3.9874887
Greenland,2008,4.146252
Greenland,2009,4.3115063
Greenland,2010,4.479426
Greenland,2011,4.5289016
Greenland,2012,4.5726743
Greenland,2013,4.616959
Greenland,2014,4.6607842
Greenland,2015,4.694882
Greenland,2016,4.733927
Greenland,2017,4.771372
Greenland,2018,4.815
Greenland,2019,4.8473897
Greenland,2020,4.8849645
Greenland,2021,4.8849645
Greenland,2022,4.8849645
Greenland,2023,4.8849645
Grenada,1980,11.876858
Grenada,1981,11.925373
Grenada,1982,11.976445
Grenada,1983,12.027957
Grenada,1984,12.103896
Grenada,1985,12.156522
Grenada,1986,12.209607
Grenada,1987,12.287912
Grenada,1988,12.342163
Grenada,1989,12.510067
Grenada,1990,12.566292
Grenada,1991,12.427617
Grenada,1992,12.350332
Grenada,1993,12.27373
Grenada,1994,12.224669
Grenada,1995,12.122539
Grenada,1996,12.076419
Grenada,1997,12.002174
Grenada,1998,11.930736
Grenada,1999,11.859914
Grenada,2000,11.815054
Grenada,2001,11.702991
Grenada,2002,11.641791
Grenada,2003,11.536017
Grenada,2004,11.455696
Grenada,2005,11.378151
Grenada,2006,11.327044
Grenada,2007,11.252609
Grenada,2008,11.204166
Grenada,2009,11.109731
Grenada,2010,11.06405
Grenada,2011,10.198077
Grenada,2012,9.446043
Grenada,2013,8.798646
Grenada,2014,8.2137165
Grenada,2015,7.7140694
Grenada,2016,7.243902
Grenada,2017,6.8385773
Grenada,2018,6.462141
Grenada,2019,6.12625
Grenada,2020,5.887273
Grenada,2021,5.887273
Grenada,2022,5.887273
Grenada,2023,5.887273
Guatemala,2022,8.932758
Guatemala,2023,8.932758
Guernsey,1980,2.4335349
Guernsey,1981,2.4171042
Guernsey,1982,2.4415781
Guernsey,1983,2.4231057
Guernsey,1984,2.491228
Guernsey,1985,2.565964
Guernsey,1986,2.493865
Guernsey,1987,2.469605
Guernsey,1988,2.3852942
Guernsey,1989,2.4292102
Guernsey,1990,2.3774688
Guernsey,1991,2.3439767
Guernsey,1992,2.4739196
Guernsey,1993,2.5970497
Guernsey,1994,2.7556453
Guernsey,1995,2.69586
Guernsey,1996,2.709395
Guernsey,1997,2.8462796
Guernsey,1998,2.825384
Guernsey,1999,2.8400974
Guernsey,2000,2.9396694
Guernsey,2001,2.8897119
Guernsey,2002,2.820701
Guernsey,2003,2.9210083
Guernsey,2004,3.1285715
Guernsey,2005,3.0812228
Guernsey,2006,3.1616871
Guernsey,2007,3.0855432
Guernsey,2008,2.801964
Guernsey,2009,2.6891565
Guernsey,2010,2.9982934
Guernsey,2011,3.0250216
Guernsey,2012,2.9553266
Guernsey,2013,3.024454
Guernsey,2014,3.0807726
Guernsey,2015,3.0585663
Guernsey,2016,3.0415585
Guernsey,2017,3.0231361
Guernsey,2018,2.9797125
Guernsey,2019,2.9207673
Guernsey,2020,2.9244967
Guernsey,2021,3.0110168
Guernsey,2022,3.0075886
Guernsey,2023,3.0075886
Guinea,1991,6.8639054
Guinea,2002,5.9583335
Guinea,2003,5.664792
Guinea,2007,4.635448
Guinea,2012,3.5336134
Guinea,2022,2.759081
Guinea,2023,2.759081
Guinea-Bissau,1991,6.2311378
Guinea-Bissau,1993,6.206691
Guinea-Bissau,2002,3.9192545
Guinea-Bissau,2010,3.845614
Guinea-Bissau,2022,3.4598663
Guinea-Bissau,2023,3.4598663
Guyana,2022,8.932758
Guyana,2023,8.932758
Haiti,2022,8.932758
Haiti,2023,8.932758
Honduras,2022,8.932758
Honduras,2023,8.932758
Hong Kong,1981,2.7904634
Hong Kong,1986,3.4258263
Hong Kong,1991,4.0712376
Hong Kong,1996,3.820949
Hong Kong,2001,4.6036773
Hong Kong,2006,5.8782506
Hong Kong,2011,6.2422743
Hong Kong,2016,5.472191
Hong Kong,2022,5.4733257
Hong Kong,2023,5.4733257
Hungary,1980,0.6534009
Hungary,1981,0.5937169
Hungary,1982,0.58313
Hungary,1983,0.53165394
Hungary,1984,0.48634222
Hungary,1985,0.5288092
Hungary,1986,0.5023847
Hungary,1987,0.5534301
Hungary,1988,0.61183757
Hungary,1989,1.0108254
Hungary,1990,1.0775781
Hungary,1991,1.2197084
Hungary,1992,1.3995703
Hungary,1993,1.411135
Hungary,1994,1.5249445
Hungary,1995,1.3472652
Hungary,1996,1.2494205
Hungary,1997,1.3251089
Hungary,1998,1.3171071
Hungary,1999,1.530083
Hungary,2000,1.4700811
Hungary,2001,1.7917583
Hungary,2002,1.8350226
Hungary,2003,1.8392045
Hungary,2004,1.9879379
Hungary,2005,1.9976932
Hungary,2006,2.1572628
Hungary,2007,2.2677116
Hungary,2008,2.0290973
Hungary,2009,2.0893958
Hungary,2010,2.2015505
Hungary,2011,2.1580646
Hungary,2012,2.0659897
Hungary,2013,2.2772276
Hungary,2014,2.1771243
Hungary,2015,2.2005293
Hungary,2016,2.2145643
Hungary,2017,2.1812828
Hungary,2018,2.2673063
Hungary,2022,2.2022698
Hungary,2023,2.261985
Iceland,1980,1.7889295
Iceland,1981,1.7889295
Iceland,1982,1.7889295
Iceland,1983,1.7889295
Iceland,1984,1.7889295
Iceland,1985,1.7889295
Iceland,1986,1.7889295
Iceland,1987,1.7889295
Iceland,1988,1.7889295
Iceland,1989,1.7889295
Iceland,1990,1.7889295
Iceland,1991,1.790401
Iceland,1992,1.8620478
Iceland,1993,1.7877872
Iceland,1994,1.7909639
Iceland,1995,1.7806336
Iceland,1996,1.7614788
Iceland,1997,1.7860577
Iceland,1998,1.8238153
Iceland,1999,1.8438457
Iceland,2000,1.8242425
Iceland,2001,1.9614906
Iceland,2002,2.0439422
Iceland,2003,2.0383902
Iceland,2004,1.8237754
Iceland,2005,2.1636987
Iceland,2006,2.3704755
Iceland,2007,2.6938775
Iceland,2008,1.92392
Iceland,2009,1.8559748
Iceland,2010,1.4829483
Iceland,2011,1.4491892
Iceland,2012,1.4913607
Iceland,2013,1.6486937
Iceland,2014,1.624724
Iceland,2015,1.5917355
Iceland,2016,1.6023039
Iceland,2022,1.665236
Iceland,2023,1.4549202
India,1820,3.5502958
India,1850,3.875969
India,1880,5.2348995
India,1900,5.0621467
India,1910,3.1593795
India,1920,4.9664493
India,1930,3.9808333
India,1940,3.9555035
India,1950,2.3556597
India,1951,2.580645
India,1952,2.5198607
India,1953,2.4866347
India,1954,2.6606019
India,1955,3.0737083
India,1956,2.8828697
India,1957,2.6793365
India,1958,2.7686303
India,1959,2.6027586
India,1960,2.4718356
India,1961,2.5212407
India,1962,2.4108074
India,1963,2.1359704
India,1964,2.2086957
India,1965,2.2292442
India,1966,2.2834694
India,1967,2.280913
India,1968,2.1727328
India,1969,2.3142858
India,1970,2.3632886
India,1971,2.1346035
India,1972,2.091687
India,1973,2.0763593
India,1974,2.102091
India,1975,2.119283
India,1976,2.1378882
India,1977,2.1248448
India,1978,2.0841064
India,1979,1.9671133
India,1980,1.9145454
India,1981,1.8478653
India,1982,1.8040743
India,1983,2.3089962
India,1984,2.1177216
India,1985,2.247902
India,1986,2.2749677
India,1987,2.2151573
India,1988,2.3102999
India,1989,2.3085938
India,1990,2.1321948
India,1991,2.1710107
India,1992,2.275016
India,1993,2.4476821
India,1994,2.6342623
India,1995,2.8311236
India,1996,2.6628144
India,1997,2.6382692
India,2005,3.5034482
India,2012,5.1829267
India,2013,5.3228574
India,2022,5.768116
India,2023,5.4840527
Indonesia,1985,3.5188916
Indonesia,1986,4.232537
Indonesia,1987,4.1415443
Indonesia,1988,4.051235
Indonesia,1989,4.1552043
Indonesia,1990,4.1021357
Indonesia,1991,4.2415094
Indonesia,1992,4.920973
Indonesia,1993,4.843216
Indonesia,1994,4.7289157
Indonesia,1995,5.0501566
Indonesia,1996,5.123548
Indonesia,1997,4.2847986
Indonesia,1998,2.9174042
Indonesia,1999,2.8414192
Indonesia,2000,2.7696185
Indonesia,2001,2.9177167
Indonesia,2002,2.9503012
Indonesia,2003,2.9817767
Indonesia,2004,3.3564515
Indonesia,2005,3.479373
Indonesia,2006,3.3621104
Indonesia,2007,3.4499178
Indonesia,2008,4.709514
Indonesia,2009,5.064143
Indonesia,2010,3.7623675
Indonesia,2011,4.070642
Indonesia,2012,3.9441984
Indonesia,2013,3.6992288
Indonesia,2014,3.7062876
Indonesia,2015,4.5853195
Indonesia,2016,3.727511
Indonesia,2017,3.663167
Indonesia,2022,5.2347054
Indonesia,2023,5.1032968
Iran,1986,6.92029
Iran,1990,5.633891
Iran,1994,5.3777776
Iran,1998,6.407674
Iran,2005,7.2015705
Iran,2006,6.5123763
Iran,2009,5.870892
Iran,2010,5.884966
Iran,2014,4.629981
Iran,2015,4.469697
Iran,2016,5.9915524
Iran,2017,5.093901
Iran,2022,5.314741
Iran,2023,4.94084
Iraq,2007,6.310502
Iraq,2012,6.5541472
Iraq,2022,4.071878
Iraq,2023,4.0348835
Ireland,1980,1.8830769
Ireland,1981,1.8308065
Ireland,1982,2.0214007
Ireland,1983,2.1082165
Ireland,1984,1.9201258
Ireland,1985,1.9099497
Ireland,1986,1.8891672
Ireland,1987,1.9020101
Ireland,1988,1.8048192
Ireland,1989,1.8113664
Ireland,1990,1.847561
Ireland,1991,1.9993598
Ireland,1992,2.1150558
Ireland,1993,2.0255265
Ireland,1994,2.20054
Ireland,1995,2.156395
Ireland,1996,1.866426
Ireland,1997,2.0397022
Ireland,1998,2.250808
Ireland,1999,2.502146
Ireland,2000,2.6816506
Ireland,2001,2.3189082
Ireland,2002,2.2694805
Ireland,2003,2.3745842
Ireland,2004,2.465925
Ireland,2005,2.4840462
Ireland,2006,2.577111
Ireland,2007,2.5813274
Ireland,2008,2.1558883
Ireland,2009,2.0362597
Ireland,2010,2.104674
Ireland,2011,2.1786199
Ireland,2012,2.3380704
Ireland,2013,2.2820694
Ireland,2014,2.686495
Ireland,2015,2.587758
Ireland,2016,2.437804
Ireland,2017,2.3193789
Ireland,2018,2.344644
Ireland,2022,2.420357
Ireland,2023,2.3930218
Isle of Man,1980,2.4335349
Isle of Man,1981,2.4171042
Isle of Man,1982,2.4415781
Isle of Man,1983,2.4231057
Isle of Man,1984,2.491228
Isle of Man,1985,2.565964
Isle of Man,1986,2.493865
Isle of Man,1987,2.469605
Isle of Man,1988,2.3852942
Isle of Man,1989,2.4292102
Isle of Man,1990,2.3774688
Isle of Man,1991,2.3439767
Isle of Man,1992,2.4739196
Isle of Man,1993,2.5970497
Isle of Man,1994,2.7556453
Isle of Man,1995,2.69586
Isle of Man,1996,2.709395
Isle of Man,1997,2.8462796
Isle of Man,1998,2.825384
Isle of Man,1999,2.8400974
Isle of Man,2000,2.9396694
Isle of Man,2001,2.8897119
Isle of Man,2002,2.820701
Isle of Man,2003,2.9210083
Isle of Man,2004,3.1285715
Isle of Man,2005,3.0812228
Isle of Man,2006,3.1616871
Isle of Man,2007,3.0855432
Isle of Man,2008,2.801964
Isle of Man,2009,2.6891565
Isle of Man,2010,2.9982934
Isle of Man,2011,3.0250216
Isle of Man,2012,2.9553266
Isle of Man,2013,3.024454
Isle of Man,2014,3.0807726
Isle of Man,2015,3.0585663
Isle of Man,2016,3.0415585
Isle of Man,2017,3.0231361
Isle of Man,2018,2.9797125
Isle of Man,2019,2.9207673
Isle of Man,2020,2.9244967
Isle of Man,2021,3.0110168
Isle of Man,2022,3.0075886
Isle of Man,2023,3.0075886
Israel,1979,4.708494
Israel,1986,4.6902227
Israel,1992,4.7934046
Israel,1997,5.244029
Israel,2001,5.5529156
Israel,2006,6.3112183
Israel,2007,6.407317
Israel,2008,6.3256936
Israel,2009,6.2095237
Israel,2010,6.2449465
Israel,2011,6.292566
Israel,2012,6.4282236
Israel,2013,5.8310504
Israel,2014,5.334412
Israel,2015,5.2428117
Israel,2016,5.2417817
Israel,2022,5.2222223
Israel,2023,5.0646505
Italy,1981,2.0495124
Italy,1982,2.0261583
Italy,1983,2.0037093
Italy,1984,2.0675676
Italy,1985,2.1175585
Italy,1986,2.2211246
Italy,1987,2.3380282
Italy,1988,2.5113637
Italy,1989,2.546786
Italy,1990,2.6539762
Italy,1991,2.5846407
Italy,1992,2.6965811
Italy,1993,2.8113537
Italy,1994,2.9798903
Italy,1995,3.0774908
Italy,1996,3.2079773
Italy,1997,3.1875
Italy,1998,3.4416995
Italy,1999,3.3776698
Italy,2000,3.495584
Italy,2001,3.6041875
Italy,2002,3.4852653
Italy,2003,3.5128458
Italy,2004,3.6062436
Italy,2005,3.3298478
Italy,2006,3.3921
Italy,2007,3.383954
Italy,2008,3.1432557
Italy,2009,3.1394053
Italy,2010,3.2990477
Italy,2011,3.4188533
Italy,2012,3.5342467
Italy,2013,3.6605875
Italy,2014,3.636826
Italy,2022,3.8110316
Italy,2023,3.8040817
Jamaica,2022,8.932758
Jamaica,2023,8.932758
Japan,1981,2.6503816
Japan,1982,2.858145
Japan,1983,2.7914398
Japan,1984,2.7948518
Japan,1985,2.936546
Japan,1986,3.170671
Japan,1987,3.3967576
Japan,1988,3.3452685
Japan,1989,3.771836
Japan,1990,3.5470233
Japan,1991,3.2838175
Japan,1992,2.7745934
Japan,1993,2.8275862
Japan,1994,2.9008722
Japan,1995,3.1695762
Japan,1996,3.293617
Japan,1997,3.584656
Japan,1998,3.2404742
Japan,1999,3.3761864
Japan,2000,3.712217
Japan,2001,3.9388523
Japan,2002,4.4313917
Japan,2003,4.2270956
Japan,2004,4.362376
Japan,2005,4.420218
Japan,2006,4.500996
Japan,2007,4.7663937
Japan,2008,4.606
Japan,2009,3.774536
Japan,2010,3.8440528
Japan,2011,3.7370243
Japan,2012,3.7569444
Japan,2013,3.9096546
Japan,2014,3.8453426
Japan,2015,4.078662
Japan,2016,3.801226
Japan,2017,4.2405877
Japan,2018,3.937833
Japan,2019,3.7979002
Japan,2020,3.8346527
Japan,2021,3.8816254
Japan,2022,3.8965516
Japan,2023,3.808399
Jersey,1980,2.4335349
Jersey,1981,2.4171042
Jersey,1982,2.4415781
Jersey,1983,2.4231057
Jersey,1984,2.491228
Jersey,1985,2.565964
Jersey,1986,2.493865
Jersey,1987,2.469605
Jersey,1988,2.3852942
Jersey,1989,2.4292102
Jersey,1990,2.3774688
Jersey,1991,2.3439767
Jersey,1992,2.4739196
Jersey,1993,2.5970497
Jersey,1994,2.7556453
Jersey,1995,2.69586
Jersey,1996,2.709395
Jersey,1997,2.8462796
Jersey,1998,2.825384
Jersey,1999,2.8400974
Jersey,2000,2.9396694
Jersey,2001,2.8897119
Jersey,2002,2.820701
Jersey,2003,2.9210083
Jersey,2004,3.1285715
Jersey,2005,3.0812228
Jersey,2006,3.1616871
Jersey,2007,3.0855432
Jersey,2008,2.801964
Jersey,2009,2.6891565
Jersey,2010,2.9982934
Jersey,2011,3.0250216
Jersey,2012,2.9553266
Jersey,2013,3.024454
Jersey,2014,3.0807726
Jersey,2015,3.0585663
Jersey,2016,3.0415585
Jersey,2017,3.0231361
Jersey,2018,2.9797125
Jersey,2019,2.9207673
Jersey,2020,2.9244967
Jersey,2021,3.0110168
Jersey,2022,3.0075886
Jersey,2023,3.0075886
Jordan,1986,4.227193
Jordan,1992,5.985507
Jordan,2002,4.666354
Jordan,2006,5.183384
Jordan,2008,5.036965
Jordan,2010,4.9820247
Jordan,2013,4.1673603
Jordan,2022,4.1929827
Jordan,2023,4.1673603
Kazakhstan,1993,2.2818835
Kazakhstan,1996,3.6100795
Kazakhstan,2001,4.3264093
Kazakhstan,2002,4.4405594
Kazakhstan,2003,4.083412
Kazakhstan,2004,3.070498
Kazakhstan,2005,3.8032646
Kazakhstan,2006,3.511111
Kazakhstan,2007,3.2
Kazakhstan,2008,3.212766
Kazakhstan,2009,3.46689
Kazakhstan,2010,3.3682487
Kazakhstan,2011,2.8915305
Kazakhstan,2012,3.0568357
Kazakhstan,2013,2.933433
Kazakhstan,2014,2.8029978
Kazakhstan,2015,2.3678756
Kazakhstan,2016,3.0716486
Kazakhstan,2017,3.1431906
Kazakhstan,2022,3.240566
Kazakhstan,2023,3.20172
Kenya,1992,5.9929576
Kenya,1994,5.9125876
Kenya,1997,6.67698
Kenya,2005,7.174312
Kenya,2015,5.12234
Kenya,2022,4.7087755
Kenya,2023,4.7087755
Kiribati,1980,2.6246269
Kiribati,1981,2.6372476
Kiribati,1982,2.649925
Kiribati,1983,2.663411
Kiribati,1984,2.6741912
Kiribati,1985,2.6898112
Kiribati,1986,2.7034795
Kiribati,1987,2.71721
Kiribati,1988,2.731763
Kiribati,1989,2.7477133
Kiribati,1990,2.762414
Kiribati,1991,2.7839694
Kiribati,1992,2.8097785
Kiribati,1993,2.829771
Kiribati,1994,2.851145
Kiribati,1995,2.872519
Kiribati,1996,2.89016
Kiribati,1997,2.9099925
Kiribati,1998,2.929062
Kiribati,1999,2.945122
Kiribati,2000,2.9634147
Kiribati,2001,3.0989869
Kiribati,2002,3.238437
Kiribati,2003,3.3836734
Kiribati,2004,3.5313284
Kiribati,2005,3.678053
Kiribati,2006,3.8296943
Kiribati,2007,3.9874887
Kiribati,2008,4.146252
Kiribati,2009,4.3115063
Kiribati,2010,4.479426
Kiribati,2011,4.5289016
Kiribati,2012,4.5726743
Kiribati,2013,4.616959
Kiribati,2014,4.6562195
Kiribati,2015,4.694882
Kiribati,2016,4.733927
Kiribati,2017,4.771372
Kiribati,2018,4.815
Kiribati,2019,4.8473897
Kiribati,2020,4.8849645
Kiribati,2021,4.8849645
Kiribati,2022,4.8849645
